WELL_PERMIT_NUM,PERIOD_ID,REPORTING_PERIOD,PRODUCTION_INDICATOR,WASTE_INDICATOR,WELL_STATUS,FARM_NAME_WELL_NUM,SPUD_DATE,GAS_QUANTITY,GAS_PRODUCTION_DAYS,CONDENSATE_QUANTITY,CONDENSATE_PRODUCTION_DAYS,OIL_QUANTITY,OIL_PRODUCTION_DAYS,AVERAGED,GROUP_NO,OPERATOR,OGO_NUM,WELL_COUNTY,WELL_MUNICIPALITY,WELL_LATITUDE,WELL_LONGITUDE,UNCONVENTIONAL,WELL_CONFIGURATION,WELL_TYPE,PRODUCTION_PERIOD_START_DATE,PRODUCTION_PERIOD_END_DATE,NON_PRODUCTION_COMMENTS,ADDITIONAL_COMMENTS,RECORD_SOURCE,SUBMISSION_FINAL_DATE,REPORT_GENERATED_DATE
081-21173,20JULP,Jul 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 209H,5/21/13,22400.71,31,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.236758,Yes,Horizontal Well,GAS,7/1/20,7/31/20,,,OGRE,9/14/20,9/29/21
081-21173,20JUNP,Jun 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 209H,5/21/13,20778.32,30,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.236758,Yes,Horizontal Well,GAS,6/1/20,6/30/20,,,OGRE,8/14/20,9/29/21
081-21173,20MARP,Mar 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 209H,5/21/13,21898.2,31,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.236758,Yes,Horizontal Well,GAS,3/1/20,3/31/20,,,OGRE,5/15/20,9/29/21
081-21173,20MAYP,May 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 209H,5/21/13,20508.24,31,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.236758,Yes,Horizontal Well,GAS,5/1/20,5/31/20,,,OGRE,7/15/20,9/29/21
081-21173,20NOVP,Nov 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 209H,5/21/13,17767.53,30,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.236758,Yes,Horizontal Well,GAS,11/1/20,11/30/20,,,OGRE,1/14/21,9/29/21
081-21173,20OCTP,Oct 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 209H,5/21/13,18387.33,31,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.236758,Yes,Horizontal Well,GAS,10/1/20,10/31/20,,,OGRE,12/14/20,9/29/21
081-21173,20SEPP,Sep 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 209H,5/21/13,16147.28,30,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.236758,Yes,Horizontal Well,GAS,9/1/20,9/30/20,,,OGRE,11/13/20,9/29/21
081-21173,21APRP,Apr 2021 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 209H,5/21/13,13156.21,30,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.236758,Yes,Horizontal Well,GAS,4/1/21,4/30/21,,,OGRE,6/14/21,9/29/21
081-21173,21FEBP,Feb 2021 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 209H,5/21/13,14166.54,28,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.236758,Yes,Horizontal Well,GAS,2/1/21,2/28/21,,,OGRE,4/14/21,9/29/21
081-21173,21JANP,Jan 2021 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 209H,5/21/13,14571.67,31,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.236758,Yes,Horizontal Well,GAS,1/1/21,1/31/21,,,OGRE,3/17/21,9/29/21
081-21173,21JULP,Jul 2021 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 209H,5/21/13,17411.53,31,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.236758,Yes,Horizontal Well,GAS,7/1/21,7/31/21,,,OGRE,9/13/21,9/29/21
081-21173,21JUNP,Jun 2021 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 209H,5/21/13,16088.3,30,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.236758,Yes,Horizontal Well,GAS,6/1/21,6/30/21,,,OGRE,8/13/21,9/29/21
081-21173,21MARP,Mar 2021 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 209H,5/21/13,15313.89,31,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.236758,Yes,Horizontal Well,GAS,3/1/21,3/31/21,,,OGRE,5/20/21,9/29/21
081-21173,21MAYP,May 2021 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 209H,5/21/13,15698.13,31,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.236758,Yes,Horizontal Well,GAS,5/1/21,5/31/21,,,OGRE,7/12/21,9/29/21
081-21174,19APRP,Apr 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 210H,5/22/13,12842.65,30,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.236706,Yes,Horizontal Well,GAS,4/1/19,4/30/19,,,OGRE,6/14/19,9/29/21
081-21174,19AUGP,Aug 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 210H,5/22/13,21935.6,26,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.236706,Yes,Horizontal Well,GAS,8/1/19,8/31/19,,,OGRE,10/15/19,9/29/21
081-21174,19DECP,Dec 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 210H,5/22/13,17680.84,31,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.236706,Yes,Horizontal Well,GAS,12/1/19,12/31/19,,,OGRE,2/13/20,9/29/21
081-21174,19FEBP,Feb 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 210H,5/22/13,9556.39,28,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.236706,Yes,Horizontal Well,GAS,2/1/19,2/28/19,,,OGRE,4/12/19,9/29/21
081-21174,19JANP,Jan 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 210H,5/22/13,8170.48,31,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.236706,Yes,Horizontal Well,GAS,1/1/19,1/31/19,,,OGRE,3/15/19,9/29/21
081-21174,19JULP,Jul 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 210H,5/22/13,10283.44,31,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.236706,Yes,Horizontal Well,GAS,7/1/19,7/31/19,,,OGRE,9/3/19,9/29/21
081-21174,19JUNP,Jun 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 210H,5/22/13,8982.48,30,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.236706,Yes,Horizontal Well,GAS,6/1/19,6/30/19,,,OGRE,8/14/19,9/29/21
081-21174,19MARP,Mar 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 210H,5/22/13,13255.27,31,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.236706,Yes,Horizontal Well,GAS,3/1/19,3/31/19,,,OGRE,5/15/19,9/29/21
081-21174,19MAYP,May 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 210H,5/22/13,10267.35,31,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.236706,Yes,Horizontal Well,GAS,5/1/19,5/31/19,,,OGRE,7/15/19,9/29/21
081-21174,19NOVP,Nov 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 210H,5/22/13,17193.87,26,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.236706,Yes,Horizontal Well,GAS,11/1/19,11/30/19,,,OGRE,1/15/20,9/29/21
081-21174,19OCTP,Oct 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 210H,5/22/13,19165.59,31,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.236706,Yes,Horizontal Well,GAS,10/1/19,10/31/19,,,OGRE,12/12/19,9/29/21
081-21174,19SEPP,Sep 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 210H,5/22/13,23955.69,30,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.236706,Yes,Horizontal Well,GAS,9/1/19,9/30/19,,,OGRE,11/13/19,9/29/21
081-21174,20APRP,Apr 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 210H,5/22/13,14193.94,30,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.236706,Yes,Horizontal Well,GAS,4/1/20,4/30/20,,,OGRE,6/12/20,9/29/21
081-21174,20AUGP,Aug 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 210H,5/22/13,14747.97,31,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.236706,Yes,Horizontal Well,GAS,8/1/20,8/31/20,,,OGRE,10/15/20,9/29/21
081-21174,20DECP,Dec 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 210H,5/22/13,14949.9,31,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.236706,Yes,Horizontal Well,GAS,12/1/20,12/31/20,,,OGRE,2/12/21,9/29/21
081-21174,20FEBP,Feb 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 210H,5/22/13,14544.02,29,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.236706,Yes,Horizontal Well,GAS,2/1/20,2/29/20,,,OGRE,4/13/20,9/29/21
081-21174,20JANP,Jan 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 210H,5/22/13,16991.16,31,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.236706,Yes,Horizontal Well,GAS,1/1/20,1/31/20,,,OGRE,3/13/20,9/29/21
081-21174,20JULP,Jul 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 210H,5/22/13,14059.49,31,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.236706,Yes,Horizontal Well,GAS,7/1/20,7/31/20,,,OGRE,9/14/20,9/29/21
081-21174,20JUNP,Jun 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 210H,5/22/13,14171.84,30,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.236706,Yes,Horizontal Well,GAS,6/1/20,6/30/20,,,OGRE,8/14/20,9/29/21
081-21174,20MARP,Mar 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 210H,5/22/13,14875.47,31,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.236706,Yes,Horizontal Well,GAS,3/1/20,3/31/20,,,OGRE,5/15/20,9/29/21
081-21174,20MAYP,May 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 210H,5/22/13,14824.53,31,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.236706,Yes,Horizontal Well,GAS,5/1/20,5/31/20,,,OGRE,7/15/20,9/29/21
081-21174,20NOVP,Nov 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 210H,5/22/13,14749.65,30,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.236706,Yes,Horizontal Well,GAS,11/1/20,11/30/20,,,OGRE,1/14/21,9/29/21
081-21174,20OCTP,Oct 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 210H,5/22/13,15330.05,31,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.236706,Yes,Horizontal Well,GAS,10/1/20,10/31/20,,,OGRE,12/14/20,9/29/21
081-21174,20SEPP,Sep 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 210H,5/22/13,14519.53,30,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.236706,Yes,Horizontal Well,GAS,9/1/20,9/30/20,,,OGRE,11/13/20,9/29/21
081-21174,21APRP,Apr 2021 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 210H,5/22/13,14004.96,30,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.236706,Yes,Horizontal Well,GAS,4/1/21,4/30/21,,,OGRE,6/14/21,9/29/21
081-21174,21FEBP,Feb 2021 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 210H,5/22/13,13265.91,28,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.236706,Yes,Horizontal Well,GAS,2/1/21,2/28/21,,,OGRE,4/14/21,9/29/21
081-21174,21JANP,Jan 2021 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 210H,5/22/13,14949.17,31,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.236706,Yes,Horizontal Well,GAS,1/1/21,1/31/21,,,OGRE,3/17/21,9/29/21
081-21174,21JULP,Jul 2021 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 210H,5/22/13,13669.48,31,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.236706,Yes,Horizontal Well,GAS,7/1/21,7/31/21,,,OGRE,9/13/21,9/29/21
081-21174,21JUNP,Jun 2021 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 210H,5/22/13,13551.31,30,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.236706,Yes,Horizontal Well,GAS,6/1/21,6/30/21,,,OGRE,8/13/21,9/29/21
081-21174,21MARP,Mar 2021 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 210H,5/22/13,14822.87,31,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.236706,Yes,Horizontal Well,GAS,3/1/21,3/31/21,,,OGRE,5/20/21,9/29/21
081-21174,21MAYP,May 2021 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 210H,5/22/13,14008.88,31,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.236706,Yes,Horizontal Well,GAS,5/1/21,5/31/21,,,OGRE,7/12/21,9/29/21
081-21175,19APRP,Apr 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 211H,5/23/13,31563.52,30,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.23665,Yes,Horizontal Well,GAS,4/1/19,4/30/19,,,OGRE,6/14/19,9/29/21
081-21175,19AUGP,Aug 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 211H,5/23/13,81454.76,25,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.23665,Yes,Horizontal Well,GAS,8/1/19,8/31/19,,,OGRE,10/15/19,9/29/21
081-21175,19DECP,Dec 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 211H,5/23/13,43621.54,31,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.23665,Yes,Horizontal Well,GAS,12/1/19,12/31/19,,,OGRE,2/13/20,9/29/21
081-21175,19FEBP,Feb 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 211H,5/23/13,35131.65,28,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.23665,Yes,Horizontal Well,GAS,2/1/19,2/28/19,,,OGRE,4/12/19,9/29/21
081-21175,19JANP,Jan 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 211H,5/23/13,29900.43,29,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.23665,Yes,Horizontal Well,GAS,1/1/19,1/31/19,,,OGRE,3/15/19,9/29/21
081-21175,19JULP,Jul 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 211H,5/23/13,62398.38,31,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.23665,Yes,Horizontal Well,GAS,7/1/19,7/31/19,,,OGRE,9/3/19,9/29/21
081-21175,19JUNP,Jun 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 211H,5/23/13,22413.24,25,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.23665,Yes,Horizontal Well,GAS,6/1/19,6/30/19,,,OGRE,8/14/19,9/29/21
081-21175,19MARP,Mar 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 211H,5/23/13,32129.31,31,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.23665,Yes,Horizontal Well,GAS,3/1/19,3/31/19,,,OGRE,5/15/19,9/29/21
081-21175,19MAYP,May 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 211H,5/23/13,13447.28,14,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.23665,Yes,Horizontal Well,GAS,5/1/19,5/31/19,,,OGRE,7/15/19,9/29/21
081-21175,19NOVP,Nov 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 211H,5/23/13,61264.5,28,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.23665,Yes,Horizontal Well,GAS,11/1/19,11/30/19,,,OGRE,1/15/20,9/29/21
081-21175,19OCTP,Oct 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 211H,5/23/13,81151.6,31,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.23665,Yes,Horizontal Well,GAS,10/1/19,10/31/19,,,OGRE,12/12/19,9/29/21
081-21175,19SEPP,Sep 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 211H,5/23/13,86758.36,30,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.23665,Yes,Horizontal Well,GAS,9/1/19,9/30/19,,,OGRE,11/13/19,9/29/21
081-21175,20APRP,Apr 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 211H,5/23/13,36346.41,30,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.23665,Yes,Horizontal Well,GAS,4/1/20,4/30/20,,,OGRE,6/12/20,9/29/21
081-21175,20AUGP,Aug 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 211H,5/23/13,28544.76,31,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.23665,Yes,Horizontal Well,GAS,8/1/20,8/31/20,,,OGRE,10/15/20,9/29/21
081-21175,20DECP,Dec 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 211H,5/23/13,26368.23,31,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.23665,Yes,Horizontal Well,GAS,12/1/20,12/31/20,,,OGRE,2/12/21,9/29/21
081-21175,20FEBP,Feb 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 211H,5/23/13,38085.95,29,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.23665,Yes,Horizontal Well,GAS,2/1/20,2/29/20,,,OGRE,4/13/20,9/29/21
081-21175,20JANP,Jan 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 211H,5/23/13,43500.66,31,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.23665,Yes,Horizontal Well,GAS,1/1/20,1/31/20,,,OGRE,3/13/20,9/29/21
081-21175,20JULP,Jul 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 211H,5/23/13,29325.59,31,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.23665,Yes,Horizontal Well,GAS,7/1/20,7/31/20,,,OGRE,9/14/20,9/29/21
081-21175,20JUNP,Jun 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 211H,5/23/13,31915.02,30,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.23665,Yes,Horizontal Well,GAS,6/1/20,6/30/20,,,OGRE,8/14/20,9/29/21
081-21175,20MARP,Mar 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 211H,5/23/13,39121.55,31,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.23665,Yes,Horizontal Well,GAS,3/1/20,3/31/20,,,OGRE,5/15/20,9/29/21
081-21175,20MAYP,May 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 211H,5/23/13,35109.01,31,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.23665,Yes,Horizontal Well,GAS,5/1/20,5/31/20,,,OGRE,7/15/20,9/29/21
081-21175,20NOVP,Nov 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 211H,5/23/13,21740.63,30,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.23665,Yes,Horizontal Well,GAS,11/1/20,11/30/20,,,OGRE,1/14/21,9/29/21
081-21175,20OCTP,Oct 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 211H,5/23/13,22788.93,31,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.23665,Yes,Horizontal Well,GAS,10/1/20,10/31/20,,,OGRE,12/14/20,9/29/21
081-21175,20SEPP,Sep 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 211H,5/23/13,23288.29,30,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.23665,Yes,Horizontal Well,GAS,9/1/20,9/30/20,,,OGRE,11/13/20,9/29/21
081-21175,21APRP,Apr 2021 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 211H,5/23/13,23554.47,30,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.23665,Yes,Horizontal Well,GAS,4/1/21,4/30/21,,,OGRE,6/14/21,9/29/21
081-21175,21FEBP,Feb 2021 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 211H,5/23/13,20634,28,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.23665,Yes,Horizontal Well,GAS,2/1/21,2/28/21,,,OGRE,4/14/21,9/29/21
081-21175,21JANP,Jan 2021 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 211H,5/23/13,23754.68,31,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.23665,Yes,Horizontal Well,GAS,1/1/21,1/31/21,,,OGRE,3/17/21,9/29/21
081-21175,21JULP,Jul 2021 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 211H,5/23/13,16396.57,31,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.23665,Yes,Horizontal Well,GAS,7/1/21,7/31/21,,,OGRE,9/13/21,9/29/21
081-21175,21JUNP,Jun 2021 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 211H,5/23/13,17519.55,30,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.23665,Yes,Horizontal Well,GAS,6/1/21,6/30/21,,,OGRE,8/13/21,9/29/21
081-21175,21MARP,Mar 2021 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 211H,5/23/13,23582.01,31,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.23665,Yes,Horizontal Well,GAS,3/1/21,3/31/21,,,OGRE,5/20/21,9/29/21
081-21175,21MAYP,May 2021 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G CLUB B 211H,5/23/13,18720.28,31,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366369,-77.23665,Yes,Horizontal Well,GAS,5/1/21,5/31/21,,,OGRE,7/12/21,9/29/21
081-21305,19APRP,Apr 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G D 20H,10/14/13,25666.39,18,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366617,-77.209989,Yes,Horizontal Well,GAS,4/1/19,4/30/19,,,OGRE,6/14/19,9/29/21
081-21305,19AUGP,Aug 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ELBOW F&G D 20H,10/14/13,94064.53,31,,,,,No,,EQT ARO LLC,OGO-68942,LYCOMING,COGAN HOUSE,41.366617,-77.209989,Yes,Horizontal Well,GAS,8/1/19,8/31/19,,,OGRE,10/15/19,9/29/21
